,id,parentId,proposalId,page,userId,userType,date,time,text,numVotes,numPositiveVotes,numNegativeVotes
1238,32395,32394,1085,10,2166,,2015-10-14,0 days 00:07:21,"O con las meadas en las esquinas de los estadios de fútbol, que no solo los borrachos mean en la calle. ¿analizamos su ADN ¿no, verdad? pues claro que no, porque estas son las medidas que nos llevan de nuevo al fascismo. Propongo que el Ayuntamiento de clases de educación para la ciudadanía gratis en todos los colegios que lo soliciten: https: //decide. Madrid. Es/proposals/3000.",1,0,1
1239,32446,31309,1419,17,4847,,2015-10-14,0 days 14:07:12,"Yo no pretendo echar a los coches de Madrid, llevo circulando sin problemas entre ellos durante 8 años. Me molesté en aprender a hacerlo. Te doy una pista, dentro de ellos hay personas. Y las infraestructuras segregadas lo único que hacen es dificultar esa convivencia haciendo intersecciones que contradicen las simples reglas del tráfico, haciendo más complicadas las interacciones con los demás conductores y aumentando las probabilidades de colisión. Tu argumento está basado en la superstición de que el camión cuantas más toneladas mejor para aumentar el drama de la narración sí o sí va atropellar al ciclista que tenga delante, a mi siempre me adelantan si van más rápido que yo.",0,0,0
1240,32456,31119,50,4,158,,2015-10-14,0 days 15:26:17,"Yo también me pregunto cuanto nos cuesta el contrato de Bicimad a los madrileños, ya que a día de hoy no se han publicado el contenido de estos contratos eso no quiere decir que esté en desacuerdo con el concepto de Bicimad, ya que supone una medida alternativa de transporte público que debe ser potenciada por las administraciones públicas En cuanto a lo demás, la policía tiene total competencia para sancionar a los ciclistas cuando no cumplen las reglas de circulación vial, por lo que no veo necesario poner el ojo en perseguir al colectivo ciclista. Igualmente, no considero necesario esatblecer la obligatoriedad de asegurar las bicicletas en otros países con mayor cultura ciclista no se ha introducido dicha obligatoriedad.",1,0,1
1241,32457,-1,50,4,158,,2015-10-14,0 days 15:29:13,El colectivo en bicicleta por Madrid propone varias alternativas al problema. Podeis echarle un vistazo en esta web.,1,0,1
1242,32458,32457,50,4,158,,2015-10-14,0 days 15:30:24,La segunda opción es la que mejor resuelve el problema sin duda.,0,0,0
1243,32464,29008,615,6,158,,2015-10-14,0 days 15:42:40,Ni que todos todos los ciclistas fuéramos por la acera echando a los peatones a las calzadas. En fin. No commets.,1,1,0
1244,32465,19750,19,1,158,,2015-10-14,0 days 15:47:29,"Soterrar es caro vecin@. Y si no, recuerda la M-30 o el túnel de María de Molina.",0,0,0
1245,32474,-1,50,3,6351,,2015-10-14,0 days 16:09:04,También carriles bicicleta para conectar a Madrid capital con los municipios cercanos como Rivas: .,2,1,1
1246,32523,-1,1419,17,11220,,2015-10-14,0 days 18:29:28,"Tuve un accidente en el Anillo Verde a la altura de Puerta de Hierro, justo al lado del parque sindical. Yo y otro ciclista tuvimos un choque frontal, yo me rompí el dedo meñique de la mano izquierda y el otro ciclista, aunque dijo que estaba bien y prosiguió su camino sangraba por la barbilla a chorros como resultado por cierto perdí la oportunidad de hacer un examen de grado de karate que acababa de pagar.",0,0,0
1247,32524,32523,1419,17,11220,,2015-10-14,0 days 18:30:18,"Perdón por la parrafada, pero quería dejar testimonio de mi experiencia para ayudar a concienciar de que estamos pidiendo algo de gran relevancia social, y que además tiene una inversión ridícula en comparación con otros proyectos.",0,0,0
1248,32531,-1,1419,17,11220,,2015-10-14,0 days 18:38:58,"Me gustaría compartir otra experiencia: en el parque Aluche tuve otro accidente, atropellando a un peatón que cruzó sin mirar el carril bicicleta. En su momento le eché la culpa inmediatamente pero después consideré toda la problemática de la zona: no hay pasos señalizados, no se sabe quién tiene la preferencia, hay una velocidad máxima para la zona que yo desconocía, el firme en la acera de los peatones es malísimo y la gente tiende a ir por el carril bicicleta para evitar charcos y tobillos torcidos, el inicio está mal señalizado tanto el carril peatonal como el ciclista están señalizados como para bicicletas es decir, debemos exigir carriles bicicleta seguros para todo el mundo, ciclistas, peatones y conductores, y además, que la infraestructura vaya acompañada de un mantenimiento adecuado y una educación vial acorde para ciclistas, peatones y conductores!.",0,0,0
1249,32532,32523,1419,17,4877,Autor,2015-10-14,0 days 18:41:07,"Hola Mori: Es cierto que el anillo verde es peligroso en algunas zonas. Por la zona del parque de Las Cruces que es por donde más suelo transitar hay setos de dos metros de alto que llegan hasta los mismos cruces con aceras de peatones, de modo que si viene algún peatón te lo encuentras de golpe porque no lo ves llegar ya le vale al ingeniero. Los bordillos de los cruces con la calzada son altos o están rotos en algunas zonas. La cuesta que pasa por debajo del metro de Aluche es una ñapa, muy estrecha, te encuentras de golpe en una curva muy cerrada a quien viene y como alguno de los dos vaya un pelín centrado te la das fijo. Cuando llegas arriba desaparece el carril bicicleta y si no conoces la zona no lo encuentras. Saludos.",0,0,0
1250,32541,32526,1419,5,4877,Autor,2015-10-14,0 days 18:48:27,"¡Hombre, se te echaba de menos! He visto el vídeo y es flipante. Allí el 50 de la población usa la bicicleta, en mucha mayor proporción que el coche. Está claro que no es una moda ni un capricho, pero tiene que estar bien hecho. Como dice la concejal de movilidad del Ayuntamiento de Copenhague en este vídeo, lo importante es separar las bicicletas del resto del tráfico.",0,0,0
1251,32544,32531,1419,17,4877,Autor,2015-10-14,0 days 18:56:04,"De eso doy fe porque paso por allí un par de veces por semana. En los pasos de cebra algunos peatones se meten sin mirar por no decir los que van caminando por el carril teniendo a 1 metro uno igual solo para peatones Yo generalmente reduzco velocidad e incluso si los veo dudar me paro y les digo que pasen, pero creo que en estos casos aunque lo suyo es que quede claro la normativa dice que el peatón debe mirar y aún teniendo preferencia si el ciclista viene a velocidad, esperar a que pase. En cualquier caso con una normativa clara y una señalización adecuada no deberían existir estos problemas. Te invito a ver este vídeo donde la responsable de movilidad de Copenhague dice claramente que para que la bicicleta tenga éxito como transporte tuvieron que separar las bicicletas del resto del tráfico y hacer grandes inversiones en infraestructura adecuada, ¡pero mira el resultado!.",0,0,0
1252,32545,32543,1419,5,4877,Autor,2015-10-14,0 days 19:00:14,Es que en Copenhague el coche ya no se sabe el rey de la selva. Allí la bicicleta ha tomado el relevo de modo que se tiene más cuidado.,0,0,0
1253,32547,32446,1419,17,4877,Autor,2015-10-14,0 days 19:06:08,Pues la concejal de medio ambiente de Copenhague no piensa lo mismo que tú Debe ser que allí no han sabido gestionar esto de las bicicletas.,0,0,0
1254,32550,32548,1419,17,4877,Autor,2015-10-14,0 days 19:21:13,"Yo me metí un día en su página y estuve viendo las propuestas que habían hecho al Ayuntamiento y a la comunidad y tal, pero no profundicé demasiado. En cualquier caso a ellos parece que tampoco les han hecho caso del todo hasta ahora. Lo bueno de esta web es que si consigues los apoyos no tienen excusa y aunque como tú dices, lo llevaban en su programa electoral, es buena la presión popular que se lo recuerde. En cualquier caso y con las asociaciones de ciclistas no las tengo todas conmigo porque por aquí te encuentras de vez en cuando a alguno que se ríe de nosotros y parece que estamos pidiendo locuras y suelen ser los que están contentos con el panorama actual y que temen que si hacen carril bicicleta les saquen de la calzada como ahora la conocemos.",0,0,0
1255,32584,31347,507,2,312,Autor,2015-10-14,0 days 21:22:18,Esa propuesta no tiene que ver.,0,0,0
1256,32602,32589,1419,17,4877,Autor,2015-10-14,0 days 22:12:22,"Ya me puse en contacto con el Ayuntamiento por este asunto y les comenté el tema de la discriminación positiva, exponiendo que en determinados casos con sería el nuestro, si los conductores vieran peligrar sus calzadas tendríamos más votos en contra que a favor. Me contestaron diciendo que lo tendrían en cuenta a intentarán buscar una solución. Lo que pase después ya no está en mi mano.",0,0,0
1257,32656,27064,1266,3,33634,,2015-10-15,0 days 01:11:22,"¿Satanizar el tabaco? No hace falta. Por otra parte, no veo qué relación tiene el tabaco con los coches. Los coches contaminan, sí, pero no conozco a nadie que no haya necesitado usar el coche varias veces. El coche a veces resuelve problemas. El tabaco, los crea. Me parece que la comparación es absurda, y el comentario también.",2,1,1
1258,32657,23776,1266,1,33634,,2015-10-15,0 days 01:14:35,"De acuerdo contigo Karmela. Los que tanto claman por peatonalizar, es porque no les han peatonalizado su barrio y no han podido comprobar las supuestas ventajas tales como: que nadie quiera entregarte un paquete que recibes por correo y tengas que plegarte a sus horarios si puedes que los de los bares te llenen la calle de sillas y mesas, y la calle pase de ser de todos, a ser solo de ellos. Que se llene de bares de copas y discotecas y borrachos el fin de semana vomitando por los portales. No me gustan los coches, pero los prefiero antes que todo eso.",1,1,0
1259,32658,24705,1266,1,33634,,2015-10-15,0 days 01:16:38,"¿Fácilmente? No sabes lo que dices. No conceder licencias nuevas ya traería cola, por el agravio comparativo con todos los que las tienen. Y retirar los permisos de terrazas, o sea, la apropiación privada del suelo público a los caraduras de los dueños de bares, supone un enfrentamiento directo y marejada a la vista. Porque otra cosa no serán los hosteleros, pero broncas y llorones. Que se quejan si llueve y si no llueve también.",2,1,1
1260,32659,22317,1266,1,33634,,2015-10-15,0 days 01:19:20,"Esa sí es una propuestá bien hecha y sensata. Si se incentiva o se da prioridad a los coches eléctricos en toda la ciudad, será una medida muy efectiva contra la contaminación y no afectará a la libertad de desplazamiento. Aquí muchos se llenan la boca de peatonalizar y restringir el tráfico en el centro. Pero yo quisiera que esos que lo piden, se lo hagan primero en su barrio y vean las consecuencias.",0,0,0
1261,32660,23351,1266,1,33634,,2015-10-15,0 days 01:21:54,"A mí no me parece mal, pero veo un problema: ¿No tenéis problemas para recibir paquetes, trasladar muebles a tu domicilio, etc. ? Porque yo cada vez que tengo que recibir algo, me ponen mil problemas.",2,2,0
1262,32661,-1,1266,2,33634,,2015-10-15,0 days 01:24:48,"De peatonalizar nada Que eso luego lo aprovechan los jetas de los dueños de bares para hacerse los dueños de la calle: llenarlo todo de sillas, mesas y muebles que marcan la frontera de su propiedad privada que antes era la de todos.",2,1,1
1263,32676,32584,507,2,2166,,2015-10-15,0 days 01:57:55,Jaja ¿y que? jajaja. Es un pelmazo.,0,0,0
1264,32678,-1,507,3,2166,,2015-10-15,0 days 02:08:32,"Lo de equilibrar económicamente Madrid es buena idea, pero eso abriría un debate más bien en lugar de ser una propuesta, creo yo. Porque ¿Cómo hacerlo? ¿construyendo grandes edificios en el sur? ¿pero y si hay mejores maneras de crear riqueza en un barrio que construir grandes edificios de oficinas? ¿no habrá mejores maneras de atraer inversiones, y tiendas y que se yo? ¿Qué clase de riqueza buscamos? ¿conocéis la zona de la estación sur de autobuses y Méndez Álvaro, con esos enormes edificios vacíos de noche, sin tiendas un corte ingles sin viviendas, con unos cines donde de noche hay que cruzar de acera si viene alguien enfrente por lo solitario y abandonado que aparece todo a esas horas en que terminan las películas? ¿es esa la clase de riqueza que buscamos, artificial, de encargo de grandes despachos? ¿no será mejor la riqueza que germina en los barrios cuando se pone el caldo de cultivo adecuado y las condiciones adecuadas?.",3,1,2
1265,32712,32656,1266,3,4877,,2015-10-15,0 days 07:38:03,"Demuestras intolerancia y mala educación así que noo voy a seguir dialogando contigo. A ti te molesta el tabaco y a mi tu coche, que le vamos a hacer.",1,0,1
1266,32725,32712,1266,3,33634,,2015-10-15,0 days 10:40:10,"Me parece que el intolerante eres tu, que no admites opiniones contrarias. Y drmuestras arrogancia e ignorancia. Por rjemplo, afirmas que molesta mi coche. ¿De dónde sacas que tengo coche?. Haces suposiciones gratuitas, como tus argumentos.",2,1,1
1267,32733,32726,1266,2,33634,,2015-10-15,0 days 11:04:38,"Simplón y mucho es usted. ¿Acaso no tiene bastantes ejemplos de calles peatonales en Madrid que en su día lo vendieron como un beneficio oara los madrileños y luego sr convirtieron en propiedad privada dr lis nares de la zona ¿Acaso ignora usted que la invasión y apropiación dr la calle es un deseo de cadi todos los hosteleros? ¿Acaso ignora usted que peatonalizar la calle, bajo pretexto de mejorar la vida a todis, es una meta excusa y una estrategia comercial para acabar apropiándose de ella y apenad dejar un espacio mínimo a los viandantes? ¿Axaso vive usted en Marte para no ver lo que ocurre delante de sus narices año tras año?.",1,1,0
1268,32739,21932,1266,3,33634,,2015-10-15,0 days 11:29:59,Todos los casos de peatonalización del centro que veo todos los días es que ya no existe el espacio público pirque sevlo han adueñado las s dueñod de los bares. Incluso se permiten poner maceteros y barreras para marcar su territorio privafo antes era público Esto no es uns ciudad más viva. Esto es un escándalo de privatización del suelo público.,1,1,0
1269,32769,32474,50,3,158,,2015-10-15,0 days 13:07:13,"A Rivas se puede iren bicicleta por caminos. De momento es la solución. De todas formas es competencia de la Comunidad, y habría que presionar al Ayuntamiento para que solicitara algo así a Cifuentes.",0,0,0
1270,32772,32490,50,4,158,,2015-10-15,0 days 13:12:23,"Ya se que no estás persiguiendo a nadie, pero infracciones de tráficos se ven todos los días por parte de coches, taxistas, autobuseros, ciclistas, . No debemos criminalizar un colectivo entero, basándonos en alguna que otra infracción de tráfico. Sino ya tendríamos condenados al sector del taxi y su manía de no señalar sus cambios de carril, y sus cambios de sentido. Al igual que con otros comportamientos incívicos que vemos en la ciudad, se debe educar y formar a la ciudadanía, y en el caso de percibir comportamientos incívicos, reprocharlos a los causantes. Por último, un ciclista que provoca un accidente el atropello que indicabas anteriormente es responsable de su comportamiento, y se puede presentar una demanda civil-penal ante la jurisdicción para reclamar responsabilidades.",2,1,1
1271,32775,32743,1266,2,33634,,2015-10-15,0 days 13:17:13,"Señor Simplón, que va de listillo, dígame: Todos estos años que han prolíferado calles peatonales y que han sido sistemáticamente invadidas por sillas y mesas. ¿No había ordenanzas ni leyes? ¿No hubo ayuntamiento esos años?. Tiene bemoles que in ignorante llame pusilánime a alguien.",1,1,0
1272,32807,-1,507,3,13701,,2015-10-15,0 days 14:09:33,"Por mucho que hagas rascacielos y apartamentos de lujo en el sur, seguirá habiendo desequilibrio económico ya que el entorno no lo cambias, al igual que no cambias la delincuencia y la gente con la que convives, no estoy diciendo que en el norte sea todo de color de rosa, que hay problemas de desigualdad como en cualquier sitio, pero no lo veo factible, la verdad, además la gente de esos barrios se quejará del consecuente encarecimiento de la vida.",5,2,3
1273,32826,-1,3044,1,3170,,2015-10-15,0 days 14:52:02,"Hay que poner también un medidor de gases de efecto invernadero en el culo de las vacas, principales responsables del efecto invernadero, y gravar con impuestos a los ganaderos que superen el límite legalmente establecido o descontándoselo de la leche que venden a pascual o central lechera asturiana.",0,0,0
1274,32827,-1,3044,1,32942,,2015-10-15,0 days 14:53:35,Esa tasa de la que hablas acabáremos pagándola los de siempre.,0,0,0
1275,32834,32676,507,2,32942,,2015-10-15,0 days 15:05:19,Cada apoyo cuenta.,0,0,0
1276,32874,32095,2944,1,158,,2015-10-15,0 days 16:41:46,"Negar que el desfile del 12 de Octubre sea publicidad para la Casa Real y para el Ejército. Pero si es lo que se reivindica practicamente! Lo de los corrillos que se producen alrededor del desfile tanto en el Paseo del Prado, como en el Palacio Real es lo normal en un acto de este tipo. Acabas rodeándote de colegas de trabajo y que menos que hablar algo entre ellos. Para mí, un evento de este calibre me sobra y sinceramente no lo sustituiría por nada.",0,0,0
1277,32875,32096,2944,1,158,,2015-10-15,0 days 16:42:57,Ni que algún vecin@ hubiera propuesto un mitin de Podemos como alternativa al desfile. Más seriedad vecin@!.,0,0,0
1278,32880,32202,2944,1,158,,2015-10-15,0 days 16:49:53,¿Desfiles de alta costura no?.,0,0,0
1279,32883,32138,2944,1,158,,2015-10-15,0 days 16:52:13,"Aun así, siempre se podría recortar el presupuesto de Defensa dedicado al desfile excesivamente elevado ya de por sí y traspasarse a un Ministerio más necesitado de fondos. Se puedepero no se quiere.",0,0,0
1280,32887,32826,3044,1,34134,Autor,2015-10-15,0 days 16:59:00,"Si bueno, me parece una propuesta innovadora, pero te dejo que la crees y la publiques tú. Esto que yo propongo es una propuesta sería que ya ha sido llevada a efecto en Italia y por lo tanto es viable. Yo creo que si te está leyendo alguna persona que haya perdido a algún familiar de cancer o leucemia, presumiblemente por la acción de las antenas, no creo que le vaya a parecer muy respetuosa, ni sentar muy bien tu payasada.",0,0,0
1281,32924,32923,1266,2,33634,,2015-10-15,0 days 18:45:52,"Y añado a mi comentario: Ya puedes insultar otra vez, que no te voy a contestar más, porque no quiero primar tu propuestas con comentarios. Adiós maleducado.",1,1,0
1282,32936,-1,2538,1,34277,,2015-10-15,0 days 19:37:53,"Para aquellos que no ven el deterioro que se ocasiona en un barrio no solo por los excrementos de perros, también por todos los incívicos que no saben comportarse les propongo se pasen por la zona del Ensanche de Vallecas, verán como un barrio recién construido se a convertido en un estercolero. Aplaudo y doy las gracias a todo aquel que veo recoger lo que deja su perro y por desgracia he discutido y seguiré discutiendo con todos aquellos incívicos que no se preocupan de recoger lo que dejan excrementos, papeles y toda clase de basura, por un Madrid limpio seamos educados.",6,6,0
1283,32937,-1,3044,1,34282,,2015-10-15,0 days 19:49:39,"La radiofrecuencia no es contaminación, al menos la que provocan las instalaciones normales en las ciudades. Esto es una patraña que nos quieren hacer creer algunos charlatanes. Si fuera así habría que prohibir el Sol.",1,1,0
1284,32946,32937,3044,1,32942,,2015-10-15,0 days 20:12:49,Puff te vas a llevar un mordisco.,0,0,0
1285,32947,-1,615,3,34282,,2015-10-15,0 days 20:14:02,"No sé por qué hay tantas quejas en los comentarios. Se trata simplemente del hecho bastante evidente de que hay muchos, muchísimos ciclistas que no respetan las normas de circulación. Por supuesto que hay que respetar a los ciclistas, nadie pone eso en duda. Y sí, yo he visto muchos ciclistas que se juegan la vida saltándose semáforos. Debe ser que son poco inteligentes.",1,1,0
1286,32961,32887,3044,1,3170,,2015-10-15,0 days 21:58:13,"Sí, es verdad, mi idea es una payasada, pero es que después de leer tu propuesta, surge lo que yo llamo, la creatividad inútil, derivada de leer textos, que suelen producir en un interior un sentimiento de guasa irrefrenable, y carcajadas mil, entonces he creído que era una broma, y me unido a la fiesta. Ahora que veo, que tu propuesta va en serio aunque me sigue pareciendo de coña, pues procedo a contestarte de manera cortés. Hay miles de señales de radiofrecuencia, que atraviesan nuestros cuerpos diariamente, tanto naturales como provocadas por el hombre, señales de móviles, televisión, radio, bluetooth de los coches, señales de satélites, wifi, radiación solar, teléfonos inalámbricos, teléfono fijo, tormentas eléctricas, electricidad de viviendas, electricidad de la vía pública. Y me puedo tirar así hasta mañana. El progreso trae consigo estas cosas, y es inevitable, si quieres vivir en sociedad claro, otra opción es que te vayas a vivir al campo, o a una isla desierta, así puedes minimizar los daños.",0,0,0
1287,32962,32887,3044,1,3170,,2015-10-15,0 days 22:09:59,"Me parece malgastar el dinero de todos los contribuyentes, ya sabes que las ondas van por el aire y te atraviesan, y es lo que hay. Espero que después de proponer esto, tú no tengas móviles, ni fijos inalambricos, que mucho menos wifi, ni bluetooth en tu coche, ni microondas, ni siquiera luz eléctrica en tu casa que también produce frecuencias malignas, y que los comentarios a los que me estás contestando, los esté haciendo un amigo tuyo a una distancia prudencial de ti, no vaya a ser que con la radiación de la pantalla te pongas moreno. Y no bebas agua de la depuradora que tiene cal, cloro y otras sustancias cancerígenas, ni comas carne de pollo que esté engordado artificialmente, ni vayas a Benidorm en agosto y tomes el sol. Mejor métete en una burbuja, corta la luz, compra agua de solan de cabras en cantidad industrial, pon papel albal en las ventanas, y no salgas de casa, y si te aburres silva, o juega a la oca. Un saludo Conejo.",0,0,0
1288,32963,32887,3044,1,3170,,2015-10-15,0 days 22:16:02,"Por cierto, te recomiendo que veas la serie Better Call Saul, hay un tipo que se parece a ti, así puedes aprender más cosas, para evitar esas radiofrecuencias malignas. Que te la baje un amigo de internet, te la pase a VHS, que es menos perjudicial, y que no se te olvide ponerte las gafas usadas para ver los eclipses solares, para poder ver la televisión con más seguridad.",0,0,0
1289,32978,32546,1419,17,2499,,2015-10-16,0 days 02:44:00,"Las puerta si que se pueden prever. Sólo hay que circular separado de ellas. No me extraña que estéis aterrados, circular pegado s la derecha es la mejor forma de tener un accidente y de que te realicen adelantamientos incorrectos. Precisamente esa posición es la que condiciona la circulación por cb y que tantas muertes de ciclistas ocasiona en Londres.",0,0,0
1290,32979,32544,1419,17,2499,,2015-10-16,0 days 02:45:47,"El resultado es una cagada, pierden peatones año a año y no reducen la dependencia del coche.",0,0,0
1291,32980,32526,1419,5,2499,,2015-10-16,0 days 02:49:46,"Ahí lo que se ve es una calzada vacía con los coches circulando libremente y sin tener que esperar el semáforo y un montón de bicicletas apelotonadas que necesitan esperar un rato y dos fases semafóricas para poder cruzar. Es una calle diseñada para coches, para quién quiera verlo claro. Carril- bicicleta no.",0,0,0
1292,32981,32541,1419,5,2499,,2015-10-16,0 days 03:01:31,"Un poco de seriedad, el reparto modal de 2010 de Copenhagen es 25 peatones, 31 bicicletas, 15 transporte público, 29 coches pero en 2012 aumentan coches y disminuyen peatones el reparto es: 20 peatones, 26 bicicletas, 21 transporte público, 33 coches. Zi comparas ciudades españolas similares resulta que en ellas se usa menos el coche, incluida la almendras central de Madrid aunque no lo parezca, el problema de Madrid es su tamaño y los coches que entran de fuera.",0,0,0
1293,32982,31599,1419,17,2499,,2015-10-16,0 days 03:06:20,"No existe el carril bicicleta bien diseñado y seguro, no es posible debido a las intersecciones que son la trampa mortal de los carriles bicicleta y de los que circulan muy pegados a la derecha.",0,0,0
1294,33029,-1,3078,1,13701,,2015-10-16,0 days 10:56:25,"Yo creo que meter autobuses en la M-30 y M-40 solo agravaría el problema, y en absoluto soy rico por vivir en el norte de Madrid.",1,0,1
1295,33032,33029,3078,1,34353,Autor,2015-10-16,0 days 11:00:59,"Entonces al ser del norte no entiendes el problema real que hay. Teniendo en cuenta que como mínimo cada autobús podría quitar 40 coches de la carretera, como mínimo, creo que es más que efectivo.",0,0,0
1296,33041,32961,3044,1,34134,Autor,2015-10-16,0 days 11:23:57,"Si hombre, si lo que tu digas. Vamos que es inevitable y nos tenemos que morir de cancer y leucemia para que otros se forren, en nombre del progreso. ¡Vamos hombre eso no te lo crees tu ni jarto como dicen los andaluces de vino! También los vehículos al principio de la motorización ciruclaban como les deba la gana y atropeyaban a los viandantes. Luego se dieron cuenta que estas máquinas tenían su peligro, impusieron la obligación de llevar matrícula y se ordenó el tráfico, con lo que que se acabó con la ley de la jungla reinante hasta entonces, que esla que reina aquí en la radiofrecuencia pero no en Italia, que ya tiene su red de vigilancia.",0,0,0
1297,33042,32962,3044,1,34134,Autor,2015-10-16,0 days 11:29:39,"Veo Snke, que tienes mucho interés en el tema casí un interés personal. Lo que haces es una caricatura y una tergiversación de la propuesta. POr eso tu sigueindo co tu filosofía de que ¡hay que morir de algo! ¿no? pues no comprobarás las fechas de caducidad cuando compras cualquier alimento en el supermercado, no respetarás la posología de los medicamentes que te manda y te tomarás los que creas convenientes y no cerrarás la puerta de tu casa por la noche. Porque paqué oye si quieren entrar te entran ¿no?. ¡Pues mira hay gente que o somos como tu!.",0,0,0
1298,33043,32963,3044,1,34134,Autor,2015-10-16,0 days 11:32:01,"Yo creo Snke, que aunque no des la cara y te ocultes tras un nick cualquiera que lea este hilo, se dará cuenta que tu solito te picas una barbaridad y estas quedando en evidencia de responder a un determinado interés no de defender una opinión individual. ¿y tu que colo sabes como soy si no me conoces? ¿o me conoces y no te atreves a dar la cara?.",0,0,0
1299,33044,-1,615,6,34134,,2015-10-16,0 days 11:35:38,Yo he visto hacer barbaridades a ciclistas. Bicis con matrícula ya.,1,0,1
1300,33046,33032,3078,1,13701,,2015-10-16,0 days 11:46:42,"No claro, los ricos como piensa usted, que le repito que en absoluto lo soy, no tenemos ojos en la cara y no vemos los atascos.",0,0,0
1301,33054,33046,3078,1,34353,Autor,2015-10-16,0 days 12:23:32,"No he dicho que usted sea rico, he dicho que como vive en el norte no entiende el problema porque va al contrario del atasco. En la zona norte también hay gente pobre pero, normalmente, es donde se sitúan los núcleos de personas con un nivel medio alto y alto como son el caso de La Moraleja, Urbanizaciones Race, Pozuelo de Alarcón, Las Rozas Mirasierra. Exceptuando que en alguno de estas localidades también hay algunas personas con bajos rescursos pero, repito, normalmente en su mayoría tienen un nivel adquisitivo mucho mayor que los de la zona sur y hay menos habitantes.",0,0,0
1302,33065,33054,3078,1,13701,,2015-10-16,0 days 13:01:12,"Entiendo lo que dice y le voy a contar un caso familiar. Mi primo vive en Villaviciosa Suroeste aunque creo que por su catalogación perteneceria al norte, pero me da igual. El trabajaba en Arturo Soria y yo que vivo en la A2 trabajaba en Mostoles. Pues bien, él se levantaba media hora antes de lo que debería y llegaba a tiempo para dormir una hora en el coche antes de entrar, por los atascos que se forman y que nunca he entendido, con lo que con media hora antes dormia media hora más, Ilógico, lo sé. Lo que nunca he entendido es por qué si hay más carreteras y se supone que el obrero no puede permitirse el gasto del vehículo particular en contraposición al transporte público, ocurra esto; tendria más lógica si fuera al revés. Además la A1 a2a6 y M607 están atascadas pero en la M30 solamente el nudo norte, no la parte Este que es la que conozco y de la que hablamos. Además le recuerdo que mucha gente que da igual donde viva usan la m40, m45 y m50 para acudir al trabajo, pero la m30 no.",1,0,1
1303,33066,33054,3078,1,13701,,2015-10-16,0 days 13:02:19,"Pero todo esto no quita que si metes un vehículo torpe, como es el autobús, entorpezca aún más la ya colapsada circulación, que es al fin y al cabo el tema de la propuesta que ha puesto usted.",1,0,1
1304,33070,33065,3078,1,34353,Autor,2015-10-16,0 days 13:10:44,"Su primo se despierta media hora antes para no coger atasco, lo que me pasaba a mí. Usted trabaja en la A-2 pero va contrario al atasco, que es en la otra dirección. La gente pobre tiene poco pero muchas veces tampoco tiene opción porque para llegar a las 8 al trabajo no hay transporte público a donde tiene que ir o tendría que despertarse a las 500 para llegar a las 800 en transporte público a determinados sitios.",0,0,0
1305,33083,-1,3078,1,158,,2015-10-16,0 days 13:31:10,"Uffff. Meter autobuses en la M30 y la M40 y donde realizarían las paradas? En la M30 apenas hay espacio para hacer apeaderos para los autobuses y menos en la zona de los túneles y veo poco útil que tengan que tomar cada salida para ir a una parada y reincorporarse a la M30 de nuevo. En la M40 sería fácil instalar paradas, pero sinceramente considero que es más útil el metro o cercanías. En el caso del cercanías, solo habría que invertir en la construcción de paradas en ciertas zonas, ya que por lo menos en la zona este de la M40 existe una línea de ADIF que va desde Coslada hasta Chamartín, pasando por Canillejas, Campo de las Naciones, IFEMA Hortaleza, manoteras chamartin ramón y cajal y por el norte, discurre la línea que tiene parada en pitis Creo que es más útil y práctico ese sistema.",0,0,0
1306,33084,33070,3078,1,13701,,2015-10-16,0 days 13:31:44,"Claro que sabemos a lo que se refiere, pero eso no quita que esté en contra de entorpecer más el tráfico metiendo autobuses. La charla filosófica del final le ha quedado muy bien, tiene mucha razón, pero no se si lo dice para que me dé por aludido porque otra explicación no le encuentro. Yo no le he faltado al respeto, ni le he escrito mal, ni creo que por mis palabras pueda saber ni mi clase social ni mi madurez mental.",0,0,0
1307,33090,28528,86,1,17085,,2015-10-16,0 days 13:43:52,"Claro, la recogida de aceite ya se hace en los puntos limpios. Esta propuesta no tiene mucho sentido, creo yo.",2,1,1
1308,33111,32202,2944,1,30822,,2015-10-16,0 days 14:47:59,"No lo sé, pero en el día nacional de España, que coincide con la fiesta de la hispanidad y del Pilar el desfile estaba petado de madrileños. Yo no fui pero un acto a nivel español, que se retransmite por cadenas principales y de repercusión internacional excelente para el turismo de Madrid. Para hacerte una idea 5000000 de personas siguieron el desfile por RTVE El 42 de sare Además de los miles de madrileños a los que les gusta asistir a la celebración en directo. Sinceramente veo mucho partidismo y poco amor a Madrid.",0,0,0
1309,33130,-1,417,1,34418,,2015-10-16,0 days 17:04:33,"No sé si lo han dicho ya, pero el servicio 010 de Madrid también funciona llamando al 915 298 210.",1,1,0
1310,33133,32946,3044,1,34134,Autor,2015-10-16,0 days 18:03:50,¿Hombre perro o sólo perro? Pffff te vas a levar una denuncia que te va a quitar la policia el nick de un soplamocos si siques amenzando 8-.,0,0,0
1311,33136,32937,3044,1,34134,Autor,2015-10-16,0 days 18:19:59,"Bueno para tu ilustración te sugiero, que te leas las páginas 4 y 5 de este estudio elaborado por el gobierno vasco me parece uno de los más honestos que he leido hasta la fecha.",0,0,0
