file,entities
1266,"['calle Huertas (LOC)', 'Centro Madrid (LOC)', 'Gracias Dios (PER)', 'Grecia (LOC)', 'Embajadores (LOC)', '¿Satanizar (LOC)', 'Pertenezco Asociación Vecinos Centro (PER)', 'Hola Karmela (ORG)', 'Universidad (ORG)', 'Pues (LOC)', 'Montecarmelo (LOC)', 'Sol Malasaña Chueca (PER)', 'Septiembre (ORG)', 'Iglesia San Miguel calle Sacramento (LOC)', 'mimi (PER)', 'Gracias Gabriela (PER)', 'Amsterdam (LOC)', 'Distrito Centro Palacio (LOC)', 'Perezoso (PER)', 'OCDE (ORG)', 'Oxfam Intermon (ORG)', 'Ayuntamiento (LOC)', 'Pekín (LOC)', 'Palurdo (LOC)', 'Apoyo (PER)', 'Madrid (LOC)', 'Karmela (PER)', 'Aceras (LOC)', 'Valdebebas (LOC)', 'Europa (LOC)', 'Berna (LOC)', 'ojalá salgan (PER)', 'España (LOC)', 'Barrio Letras (LOC)', 'París (LOC)', 'Gran Vía (LOC)', 'vallo (LOC)', 'Papa Francisco I Afrontar (PER)', 'Málaga (LOC)', 'Munich (LOC)', 'Centro (LOC)']"
1284,"['Excmo (PER)', 'Europeos (LOC)', 'España (LOC)', 'Vale (ORG)', 'China (LOC)', 'Papa Francisco I (PER)', 'Catedral Santiago Mezquita Cordoba (LOC)', 'Ayuntamiento (LOC)', 'Hola drjen (PER)', 'Seguir (LOC)', 'San Isidro (PER)', 'Ningúna (PER)', 'Iglesia Católica (ORG)', 'Nadie (PER)', 'ojalá (PER)', 'Catalonia is Spain (LOC)', 'Viva Madrid (PER)', 'Ayuntaniento Madrid (PER)']"
1419,"['Peatones (ORG)', 'Porfa (LOC)', 'Porq (LOC)', 'colegio Guipúzcoa (LOC)', 'Hola Mori (PER)', 'Hola Alberto (PER)', 'Quisiera (LOC)', 'Francia (LOC)', 'Multas (PER)', 'Aprovecho (PER)', 'radical anti-coches (PER)', 'Digo (LOC)', 'Carriles (PER)', 'opino (PER)', 'Pedir (LOC)', 'Muchisimas (ORG)', 'Alpes (LOC)', 'Sexta (ORG)', 'Prado (LOC)', 'Háztelo (PER)', 'Llevo (LOC)', 'Vengo (LOC)', 'Étera (LOC)', 'Portugal (LOC)', 'Saludos (LOC)', 'Pensando (PER)', 'anillo (PER)', 'Amsterdam (LOC)', 'Santiago Chile (LOC)', 'OCDE (ORG)', 'Carril Bici (LOC)', 'Ayuntamiento (LOC)', 'Ayuntamiento Madrid (LOC)', 'Hola (LOC)', 'Apoyo (PER)', 'btt unido (LOC)', 'Parque Empresarial. (LOC)', 'Viena (LOC)', 'Gobierno Municipal (LOC)', 'Principe Vergara (PER)', 'Gracias (PER)', 'San Sebastián (LOC)', 'Pablo (PER)', 'Respetarnos (LOC)', 'alegro (LOC)', 'Bélgica (LOC)', 'amigo msamper (PER)', 'Gracias saludos (LOC)', 'Planetario Delicias (LOC)', 'Prefiero (PER)', 'Bicis (PER)', 'Acabo (LOC)', 'Madrid Capital (LOC)', 'Óscar (PER)', 'subsanaria (LOC)', 'Aravaca (LOC)', 'Domingo (PER)', 'Bravo (PER)', 'Grecia (LOC)', 'Puerta Hierro (LOC)', 'Retiro Madrid Rio (LOC)', 'M. Gandhi (PER)', 'Madrid Rio (LOC)', 'Carabanchel (LOC)', 'Fijate (LOC)', 'Congestiones (LOC)', 'Copenhague (LOC)', 'Bici Parque Tierno Galván Delicias Atocha (PER)', 'parque Aluche accidente (LOC)', 'Europa (ORG)', 'Continúa (LOC)', 'dude (PER)', 'Amsterdam Copenhague (LOC)', 'tí Javier (PER)', 'estaciones Bicimad (LOC)', 'Javier Saludos (PER)', 'Universidades. (LOC)', 'pacifican (LOC)', 'Pasear (LOC)', 'Jesucristo (PER)', 'Oxfam Intermon (ORG)', 'Cuesta (PER)', 'Continúo (LOC)', 'contaminasen (PER)', 'Carril (PER)', 'Pekín (LOC)', 'Arturo Soria (PER)', 'Saludos (PER)', 'Nueva Delhi (LOC)', 'Casa Campo (LOC)', 'Álvarez Manzano (PER)', 'Paseo Castellana-Paseo Prado-Santa María Cabeza- (LOC)', 'postestad (PER)', 'Carlos III (PER)', 'Apoyarla (LOC)', 'Serrano (PER)', 'Dice (PER)', 'Paseo Delicias (LOC)', 'Munich (LOC)', 'EMT Técnico (ORG)', 'Ojalá (PER)', 'Inés Sabanés (PER)', 'Madrid (LOC)', 'Madrid Río (LOC)', 'Paseo Castellana (LOC)', 'Pués (PER)', 'Talmente (PER)', 'Moncloa (LOC)', 'Instituto (ORG)', 'Cibeles (PER)', 'Ten (ORG)', 'Amsterdam Estocolmo (LOC)', 'Sevilla (LOC)', 'Estudiad (LOC)', 'Serrano (LOC)', 'Barcelona (LOC)', 'Atocha (PER)', 'Páramos Ayuntamiento (LOC)', 'Retiro (LOC)', 'Aya (PER)', 'M-30 M-40 (LOC)', 'Puerta Ángel (LOC)', 'Aunq (LOC)', 'Granada (LOC)', 'Insisto (PER)', 'Montecarmelo (LOC)', 'Madri (LOC)', 'Ir (LOC)', 'Ámsterdam (LOC)', 'Cuanta (LOC)', 'Salía (LOC)', 'Aparquen (LOC)', 'Zarautz Guipúzcoa (LOC)', 'Castellana (LOC)', 'Sale (PER)', 'Carril (LOC)', 'Falló (PER)', 'Holandeses (LOC)', 'Lisboa San Francisco (LOC)', 'Holanda (LOC)', 'civilación (LOC)', 'Mauricio (LOC)', 'Hola Luis (PER)', 'Ell@s (LOC)', 'Instituto trabajo (ORG)', 'Viví Amsterdam (LOC)', 'Peatones (PER)', 'Europa (LOC)', 'Ralentizan (LOC)', 'España (LOC)', 'Contaminación (LOC)', 'OMS (ORG)', 'Londres (LOC)', 'Cambridge (LOC)', 'Hace Bruselas (LOC)', 'Madrid Capital (ORG)', 'Carmena (PER)', 'M-40 (LOC)', 'Jajaja (PER)', 'Relacionado (PER)', 'Berlín (LOC)', 'Retiro Puerta Alcalá (LOC)', 'Juan Carlos I (PER)', '¿No (ORG)', 'Ten (LOC)', 'Bromas (LOC)', 'Vas (PER)', 'Utrech (LOC)', 'Nicolás Salmerón (PER)', 'Londres Pedales (ORG)', 'Berlin (LOC)', 'Paseo Prado-Castellana-etc (LOC)', 'San Sebastián Zarautz (LOC)', 'Ignacio (PER)', 'Norte Sur- Torres Castellana (LOC)', 'Copenhague Berlin (LOC)', 'Ayer (LOC)', 'Ayuntamiento Copenhague (LOC)', 'Perdón (PER)', 'M40 (LOC)', 'Copenhague Amsterdam (LOC)', 'Cierto (LOC)', 'Vitoria (LOC)', 'General Ricardos (PER)', 'Cruces (LOC)', 'Bici Madrid (PER)', 'Guipúzcoa (LOC)', 'Manuela Carmena. (PER)', 'vallan (PER)', 'Dar (LOC)', 'Jajaja (LOC)', 'Museo Ferrocarril (LOC)', 'Ayuntamiento Aluche (LOC)', 'Peineta (LOC)', 'Quise (PER)', 'metro Aluche (LOC)', 'kmh (LOC)', 'General Ricardos (LOC)', 'Toledo (LOC)', 'Haya (LOC)', 'Calzada (LOC)', 'Madrid Amsterdam (LOC)', 'Haz comentario (PER)', 'google (ORG)', 'Ayer (PER)', 'M30 (LOC)', 'Cuesta (LOC)']"
152,"['Mira (LOC)', 'Gobierno Central (ORG)', 'Ciudad (LOC)', 'ampollare (LOC)', 'IKea Inglaterra (LOC)', 'Bravo (PER)', 'Grecia (LOC)', 'Medio Ambiente (LOC)', 'Imaginaros (LOC)', 'Sol (PER)', 'alemania (LOC)', 'Inem (LOC)', 'mimi (PER)', 'Gobierno fomre (LOC)', 'OCDE (ORG)', 'Soria (LOC)', '#LiberaAlSol (PER)', 'Oxfam Intermon (ORG)', 'Ayuntamiento (LOC)', 'Apoyo (PER)', 'Hola (LOC)', 'vallecas (LOC)', 'Apoyaría (PER)', 'Municipales (LOC)', 'Europa (LOC)', 'Perdon (LOC)', 'España (LOC)', 'Ikea (ORG)', 'Pensionistas (ORG)', 'ABG (ORG)', 'Consistorio (PER)', 'Madrid (LOC)', 'Gobierno España (LOC)', 'Habria (LOC)', 'Estado (LOC)', 'Comunidad Ayuntamiento (LOC)']"
15711,"['Instituto (LOC)', 'Vale (ORG)', '¿Por (LOC)', 'Barajas Hortaleza (LOC)', 'Edificio Verde Valdebebas (LOC)', 'bloqueasteis (PER)', 'Corrección (LOC)', 'Conde Horgaz (PER)', 'Viva Libertad (PER)', 'cri (LOC)', 'Lee (PER)', 'Parque central (LOC)', 'Aurelio Vidriera (PER)', 'Centro Comercial (LOC)', 'Bochornoso (LOC)', 'Jose h. barrio (PER)', 'Igualitos (PER)', 'Constructoras (PER)', 'Junta (PER)', 'Parcela van Construir tal Artefacto (ORG)', 'san chinarro ojo (PER)', 'Parque Central (LOC)', 'Lavandería (LOC)', 'Étera (LOC)', 'distrito Barajas (LOC)', 'Sufragada (LOC)', 'Proyecto Artefacto (ORG)', 'Stop Artefacto Valdebebas (ORG)', 'Sigues (LOC)', 'Pista (LOC)', 'Ministerio Fomento Gobierno España (ORG)', 'Cri (PER)', 'Saludos (LOC)', 'Conde Orgaz (PER)', 'Madrid Valdebebas (LOC)', 'Ale (ORG)', 'vendala (LOC)', 'Ayuntamiento (LOC)', 'Ayuntamiento Madrid (LOC)', 'María (LOC)', 'Arte-Facto (ORG)', 'Hola (LOC)', 'Fondo Equilibrio Territorial (ORG)', 'metro Barajas (LOC)', 'Usa (LOC)', 'cabríais (LOC)', 'Mera (LOC)', 'EMVS (ORG)', 'Fernando VII (PER)', 'Saconia (LOC)', 'Gracias (PER)', 'Comunidad Madrid Cifuentes (ORG)', 'Asociación Vecinos Valdebebas (ORG)', 'Rejas - San Blas (LOC)', 'Google (ORG)', 'Consistorio (PER)', 'Centro Cívico (LOC)', 'PSOE (ORG)', 'Plantearos (PER)', 'Junta Compensación (PER)', 'Bajada general IBI (LOC)', 'Valdebebas Carcavas (LOC)', 'Espe (LOC)', 'logos1987 (LOC)', 'Centro (LOC)', 'Pais (LOC)', 'Ah (PER)', 'Valdebebas Sport Club (ORG)', 'Plan (ORG)', 'María Ingenua? (PER)', 'Venezuela (LOC)', 'ArteFacto (ORG)', 'Ayuntamiento Madrid (ORG)', 'Acabo (LOC)', 'Madrileño (ORG)', 'Valdefuentes (LOC)', 'Timón (LOC)', 'Buenos días (LOC)', 'Centro Cultural (LOC)', 'Gracias Jose Antonio (PER)', 'Comunidad Madrid (ORG)', 'Tribunal Superior Justicia (ORG)', 'Salud (LOC)', 'Espera (LOC)', 'Jajajjaja (PER)', 'Buenos (LOC)', 'plaza españa (LOC)', 'Mentira (PER)', 'Sigue (LOC)', 'Barrio (LOC)', 'Encima (LOC)', 'Junta (ORG)', 'Rejas (LOC)', 'Solicitar Comunidad Madrid (LOC)', 'CAM (PER)', 'Unión Soviética (ORG)', 'foro Nuevos Vecinos (LOC)', 'CVP (ORG)', 'Ole (PER)', 'Comunidad Madrid Ayuntamiento (LOC)', 'Señora Carmena (PER)', 'Respeten ley (LOC)', 'Fantástico (LOC)', 'Valdebebas Sport Club VSC (ORG)', 'Gracias (LOC)', 'Timón 10592 (LOC)', 'Colegio (LOC)', 'Leetelo (LOC)', 'Plan Alquila (LOC)', 'Junta Compensación (ORG)', 'ZP Podemos (PER)', 'shay (LOC)', 'Maria Eugenia (PER)', 'Henrik (PER)', 'Reichel (PER)', 'Forbes (ORG)', 'Aurelio (PER)', 'Exacto (ORG)', 'Podemos (PER)', 'Valdebebas (LOC)', 'Felipe VI (PER)', 'María (PER)', 'Valdebabas (LOC)', 'calle Saenz Oriza (LOC)', 'MarySlim (PER)', 'Valdecam parcelas (LOC)', 'Ayuntamiento Valdebebas 2015 Ayuntamiento (LOC)', 'Estimada Eugenia (PER)', 'distrito hortaleza (LOC)', 'oña (ORG)', 'Barajas (LOC)', 'Carlos Slim (PER)', 'Fachas (LOC)', 'CAM (LOC)', 'Madrid (LOC)', 'Hombre Aurelio (PER)', 'Comunidad Madrid (LOC)', 'Estais (LOC)', 'Unió Soviética (ORG)', 'calles (PER)', 'Euros (ORG)', 'Junta Compensación Primero (PER)', 'Distrito (LOC)', 'Apoyo Asociación (ORG)', 'Stop Atefacto San Blas. (PER)', 'hortaleza (LOC)', 'Pego (LOC)', 'PP (ORG)', 'Begoña Villacís (PER)', 'Valdebebas Hortaleza (LOC)', 'Pues Maria Eugenia (PER)', 'Obviais (PER)', 'Sra Manuela Carmena (PER)', 'Razonar (PER)', 'Escasas viviendas Valdebebas (LOC)', 'Aurelito (PER)', 'Cifuentes (PER)', 'PabLenin (LOC)', 'Gracias País (ORG)', 'Etc (LOC)', 'Cuarto (LOC)', 'Artefacto Valdebebas (PER)', 'Ningúna (LOC)', 'Bah (LOC)', 'Aurelito (LOC)', 'Plan Urbanismo (ORG)', 'marquesinasindigna (PER)', 'Deje (LOC)', 'Asociación Vecinos (LOC)', 'Joyfe (LOC)', 'Madrid Socialistas (ORG)', 'Venga (ORG)', 'Cuanta (LOC)', 'Llevais (LOC)', 'Noticia Valdebebas (PER)', 'Señora Carmena (LOC)', 'Cito (PER)', 'Hortaleza (LOC)', 'capriho tuyo (PER)', 'Arengas (PER)', 'Podemos (ORG)', 'Cárcavas (LOC)', 'Deberías (PER)', 'Plenilunio (LOC)', 'Carnicería (PER)', 'Carmena Maestre (PER)', 'Propongo (LOC)', 'Ayuntamiento Comunidad (ORG)', 'Comunistas Etc (ORG)', 'Trump (PER)', 'Teneis (LOC)', 'Empezad (PER)', 'Valdezarza Moncloa-Aravaca (LOC)', 'Si Ayuntamiento (LOC)', 'España (LOC)', 'Ayuntamiento Madrid (PER)', 'Segundo (PER)', 'Cazurro Vendido Podemos? (PER)', 'Sra Carmena (PER)', 'PAUs Norte (LOC)', 'Valdecam (PER)', 'Maricarmen (PER)', 'Stop Artefacto (ORG)', 'Peleáremos (LOC)', 'CAM (ORG)', 'Guardería (LOC)', 'Primero (LOC)', 'Biblioteca (LOC)', 'Vecino San Blas (LOC)', 'Ayuntamiento (PER)', 'Hola. (LOC)', 'Administración (ORG)', 'Carmena (PER)', 'Carnena (PER)', 'Gea (PER)', 'Parque Central Valdebebas (LOC)', 'Ayto (LOC)', 'Bonaparte (PER)', 'StopArtefacto (ORG)', 'GEA 21 ¿ (ORG)', 'Tranquila (LOC)', 'San Blas (PER)', 'Manuela Carmena (PER)', '¿Por (ORG)', 'TSJ (LOC)', 'Ecuador (LOC)', 'San Chinarro (LOC)', 'ibi (LOC)', 'Dejo (LOC)', 'irpf (LOC)', 'JMD Barajas (PER)', 'María Eugenia (PER)', 'Valdezarza (LOC)', 'Centro Salud (LOC)', 'renfe (ORG)', 'Nadie (ORG)', 'Millones Euros (ORG)', 'Perdón (PER)', 'Don Aurelio (PER)', 'Espero (LOC)', 'San Blas (LOC)', 'Enajenar (LOC)', 'Stop ARTEfacto Valdebebas (ORG)', 'Ayuntamiento Ana Botella (LOC)', 'guarderia (LOC)', 'Eixample Barcelona (LOC)', 'Carmena (LOC)', 'Escorial (LOC)', 'Pais (ORG)', 'distrito Hortaleza (LOC)', 'Apoyadnos (PER)', 'FB Asociación (ORG)', 'Edmás (PER)', 'partido popular (ORG)', 'Movilízate (LOC)', 'Sanchinarro (PER)', 'Valdecam (LOC)', 'Valdebobos (LOC)', 'Sra. Botella (PER)', 'China (LOC)', 'Despropósitos (PER)', 'Haré (PER)', 'Pablo Iglesias (PER)', 'PODEMOS (PER)', 'Cantina (LOC)', 'Jose Antonio culaquier (PER)', 'Tercero (LOC)', 'ARTEfacto San Blas (PER)']"
15970,"['Londres (LOC)', 'Chapas (PER)']"
15978,"['Vayan (LOC)', 'EMT (ORG)', 'Madre (PER)', 'Jorge (PER)', 'Salía (PER)', 'Aeropuerto (LOC)', 'Paco Martínez Soria (PER)']"
15996,"['Instituto (LOC)', 'Comunidad Autónoma caso Central (ORG)', 'Exacto Rafa (ORG)', 'Segundo Teniente (PER)', 'Canillejas Vicalvaro (LOC)', 'Quedo (PER)', 'Experimentos (PER)', 'Apoyada (LOC)', 'van Plenilunio (LOC)', 'Necesitamos (LOC)', 'Llevo (LOC)', 'Étera (LOC)', 'Estación ODonnel - Mejora (LOC)', 'Pásate (PER)', 'Junta Municipal San Blas (LOC)', 'Conde Orgaz (PER)', 'Comunidad APA AAVV (ORG)', 'Mercedes (PER)', 'Vicalvaro (LOC)', 'Ayuntamiento (LOC)', 'estadio Wanda Metropolitano (LOC)', 'Ramón Cajal metro (PER)', 'vuelva (LOC)', 'almendra (ORG)', 'San Blas Rejas (LOC)', 'Gracias (PER)', 'Comunidad Madrid Cifuentes (ORG)', 'PSOE (ORG)', 'Bauhaus Leroy Merlin (ORG)', 'Villaverde Carabanchel (LOC)', 'Consorcio regional Transportes (ORG)', 'metro San Blas (LOC)', 'Invito (LOC)', 'almendra central (LOC)', 'San blas (LOC)', 'Avenida Machupichu (LOC)', 'Simancas (LOC)', 'Distrito Barajas (LOC)', 'ArteFacto (ORG)', 'POU Fomento (ORG)', 'Leroy Merlyn (PER)', 'Odonnell (PER)', 'Buenos días (LOC)', 'Apoyadnos (LOC)', 'Asociaciones (ORG)', 'Buenos (LOC)', 'Centro Salud Rejas (LOC)', 'Carabanchel (LOC)', 'Rejas (LOC)', 'Barrio (LOC)', 'CAM (PER)', 'Stop (ORG)', 'Federación Regional Asociaciones Vecinales Madrid (ORG)', 'Edificio Bambú (LOC)', 'Señora Concejala (LOC)', 'Cuba (LOC)', 'Apoyad (PER)', 'Puerta Arganda Vicálvaro (LOC)', 'Comunidad Ayuntamiento (ORG)', 'Colegio (LOC)', 'Bauhaus (ORG)', 'EMV Ayuntamiento (LOC)', 'Salvador (LOC)', 'Metro (LOC)', 'Foro Local (LOC)', 'Reabrir (LOC)', 'Av. Machupichu (LOC)', 'Valdebebas (LOC)', 'Arte Facto (LOC)', 'distrito San Blas-Canillejas (LOC)', 'decrepita progre-pija (PER)', 'Aramayona (LOC)', 'leroy merlin (PER)', 'Patricia (PER)', 'Odonnell (LOC)', 'Foro Local (ORG)', 'Madrid (LOC)', 'Parques Jardines (LOC)', 'proyéctese (PER)', 'Distrito (LOC)', 'Marta (PER)', 'PP (ORG)', 'Avenida Guadalajra (LOC)', 'San Blas Valdebebas (PER)', 'metro Cañada real Pozuelo (LOC)', 'quito (LOC)', 'barrio Mercedes (LOC)', 'Insisto (PER)', 'Rejas barrio (LOC)', 'Pues (LOC)', 'Lamentable (PER)', 'Col. (LOC)', 'Barrio Rejas (LOC)', 'Stop ARTEfacto san blas stop ARTEfacto (ORG)', 'Rita Maestre (PER)', 'América (LOC)', 'Rejas (PER)', 'Vecina Valdebebas (PER)', 'Plenilunio (LOC)', 'Goya (PER)', 'Isaías (PER)', 'Rejas Mercedes (PER)', 'barrio Rejas (LOC)', 'Foroslocales@gmail (LOC)', 'Martin (PER)', 'sanblascanillejas (LOC)', 'Mercedes (LOC)', 'Primo (PER)', 'Vivo Valdebebas (LOC)', 'Centro Comercial Plenilunio (LOC)', 'Colegio Instituto - Centro Salud amplíe Ambulatorio (LOC)', 'Colindantes (PER)', 'Puestos (PER)', 'M-40 (LOC)', 'Cercanías (LOC)', 'Clasismo (PER)', 'Clasismo (LOC)', 'Vallecas (LOC)', 'San Blas (PER)', '¿Personas (LOC)', 'Donald Trump (PER)', 'Buenos días (ORG)', 'ARTEfacto (LOC)', 'Royal Institute of British Architects (ORG)', 'Estación ODonell (LOC)', 'EMT (LOC)', 'San Blas (LOC)', 'san blas (LOC)', 'Odonell (LOC)', 'Señora Carmera (LOC)', 'Barrio Salamanca (LOC)', 'Sra. Carmena (PER)', 'Junta Distrito (ORG)', 'Madrid Queria (ORG)', 'Polígono Mercedes (LOC)', 'Apoyadnos (PER)', 'Páremos (PER)', 'Dotación Instalaciones (LOC)', 'Votado (LOC)', 'Iros Valdebebas (ORG)', 'Van (LOC)', 'Leroy Merlin (PER)', 'Stop ARTEfacto San Blas (ORG)', 'Pinar Mercedes Ferrovial (ORG)', 'Colonia Fin Semana (LOC)']"
1824,"['Finlandia (LOC)', 'Dinamarca Alemania (ORG)', 'Alemania (LOC)', 'Manuela Carmena (PER)', 'Elander (PER)', 'Maquinas (LOC)', 'Pfand (LOC)', 'España (ORG)', 'USA (LOC)', 'Alcampo Vaguada (ORG)', 'Hooy (PER)', 'Gracias (LOC)', 'Países Bajos (LOC)', 'Holanda (LOC)', 'Marques Vadillo (LOC)', 'Apoyo (PER)', 'Hola (LOC)', 'Pido (PER)', 'Noruega (LOC)', 'Maria Elander (PER)', 'Europa (LOC)', 'Universidad Alcalá Henares Universidad Politécnica Madrid (ORG)', 'Gracias (PER)', 'España (LOC)', 'Deutsche Umwelthilfe (ORG)', 'Dinamarca (LOC)', 'Munich (LOC)', 'Votad (LOC)', 'Suecia (LOC)', 'Oktoberfest (LOC)', 'Madrid (LOC)', 'Suiza (LOC)']"
1863,"['Fdo (PER)', 'Irak (LOC)', 'Menendez Pelayo (PER)', 'M Luisa (PER)', 'Partido Popular (ORG)', 'Alfonso XII (PER)', 'Retiro (LOC)', 'Agrupación Artistas Retiro (ORG)', 'Junta Directiva (ORG)', 'Tambores Parque Retiro (LOC)', 'Francisco p paco Sanabria Fernández (PER)', 'Botella (PER)', 'YPsana (ORG)', 'África (LOC)', 'parque Retiro (LOC)', 'jm Aznar (PER)', 'peña mostoles (PER)', 'parque grande (LOC)', 'Sra. Botella (PER)', 'Parque Retiro (LOC)', 'Metal (ORG)', 'Madrid (LOC)', 'Siiii (PER)']"
19,"['Madrileños (LOC)', 'Moro (PER)', 'Puerta Toledo Alcalá (LOC)', 'Casa Campo Madrid Rio (LOC)', 'Pío Plaza España (PER)', 'Pirámides (LOC)', 'Cuesta San Vicente (PER)', 'Extremadura (LOC)', 'Grecia (LOC)', 'Casa campo (LOC)', 'Jardines Campo Moro Plaza Armeria Jardines Sabatini (LOC)', 'Campo Moro Explanada Almudena (LOC)', 'Madrid Rio (LOC)', 'Centro (LOC)', 'María Molina (PER)', 'Madrid Rio Casa Campo (LOC)', 'Campo Moro Templo Debod (LOC)', 'Puerta San Vicente (LOC)', 'M-30 (LOC)', 'EMT (LOC)', 'Zamuntx (LOC)', 'Portugal (LOC)', 'Nacional (LOC)', 'Ferraz (LOC)', 'Cuesta San Vicente (LOC)', 'Madrid Río Casa Campo (LOC)', 'OCDE (ORG)', 'Plaza España (LOC)', 'Oxfam Intermon (ORG)', 'Segovia (LOC)', 'Campo Moro (LOC)', 'Metro (LOC)', 'túnel Bailén (LOC)', 'San Vicente (PER)', 'Oeste (LOC)', 'San Viciente (PER)', 'Plaza España Gran Vía (LOC)', 'Renfe (ORG)', 'Casa Campo (LOC)', 'Europa (LOC)', 'Príncipe (PER)', 'Avda (LOC)', 'España (LOC)', 'Manzanares Casa campo (LOC)', 'M30 (LOC)', 'Madrid (LOC)', 'Madrid Río (LOC)']"
19024,"['Villaverde (LOC)', 'Puestos (PER)', 'Penoso (LOC)', 'Madrileños (LOC)', 'Valdemingomez (PER)', 'Menuda (LOC)', 'Inés Sabanes (PER)', 'Decirte (PER)', 'Sanchinarro (LOC)', 'Barrios (PER)', 'Vtglez (LOC)', 'Vallecas (LOC)', 'paralizarón (PER)', 'Medio Ambiente (LOC)', 'Carabanchel (LOC)', 'Movilicémonos (LOC)', 'Hola Dejo (LOC)', 'Fuerzas Armadas (ORG)', 'Vecinos (LOC)', 'Solucioned (PER)', 'Ensucia (LOC)', 'IU (ORG)', 'Vía Pública (LOC)', 'Nefasto (ORG)', 'Ayuntamiento Madrid (LOC)', 'Ayuntamiento (LOC)', 'Osea (LOC)', 'Vecinos (PER)', 'Madrid (LOC)', 'Villaverde (PER)', 'Manuela Inés (PER)', 'Sanchinarro Valdebebas (PER)', 'Ayuntamiento Sanchinarro (LOC)', 'Valdebebas (LOC)', 'Calles Avenidas (PER)', 'Sanchinarro (PER)', 'M30 (LOC)', 'Gracias (PER)', 'Calles (PER)', 'Barajas (LOC)', 'Plan General Planes Parciales (PER)', 'Van (LOC)', 'Sabes Gallardón (PER)', 'Aiinnssss (ORG)', 'Inés Sabanés (PER)', 'Ines Sabanes Carmena (PER)', 'Manuela Carmena Yolanda Rodríguez (PER)']"
19170,"['Disforia Género (LOC)', 'California (LOC)', 'Yola (PER)', 'Seg. (ORG)', 'EEUU (LOC)', 'Churras Merinas (PER)', 'Hola (LOC)', 'alegro vaya (PER)', 'Usted (PER)']"
1918,"['Gallardón (PER)', 'Art.107 (PER)', 'Senado (ORG)', 'IIVTNU (LOC)', 'Botella (LOC)', 'Comunidad Madrid (ORG)', 'Iglesia mundo (ORG)', 'Obiter (PER)', 'Pues (LOC)', 'Art (LOC)', 'sr Fajardo (PER)', 'Botella (PER)', 'Toruzz (PER)', 'Ordenanza Reguladora IIVTNU Ayuntamiento Madrid (ORG)', 'Bliblioteca Nacional (LOC)', 'Voy (PER)', 'Ayuntamiento Madrid (LOC)', 'Solo (PER)', 'Sr Fajardo Spínola (PER)', 'Plusvalía (PER)', 'Victor m t dices! (PER)', 'Aranzadi (LOC)', 'Defensor Pueblo (ORG)', 'Ojo (LOC)', 'Ramón Maynou Ferreres (PER)', 'España (LOC)', 'José María García Royo (PER)', 'Legislador (PER)', 'Congreso Diputados (ORG)', 'Gobierno reseña (ORG)', 'Madrid (LOC)']"
1937,"['Martín (PER)', 'Madrid (LOC)', 'Ordenanza (LOC)']"
19853,"['Artilleros (PER)', 'Entrevías (LOC)', 'Cercanías Renfe (LOC)', 'Calle Martín Fierro (PER)', 'Arcos Jalón (LOC)', 'Comercio Intercambiador Méndez Álvaro (LOC)', 'Hermanos García Noblejas (PER)', 'Arganzuela Entrevías (LOC)', 'M-30 (LOC)', 'Glorieta Santa María Cabeza (LOC)', 'Consejo Superior Deportes (ORG)', 'Atocha (LOC)', 'Paraninfo (LOC)', 'Cerro Tío Pío (LOC)', 'Hospital Carlos III (LOC)', 'Moratalaz (LOC)', 'Intercambiador Príncipe Pío (LOC)', 'Imperial Ronda (LOC)', 'Segovia (LOC)', 'Ayuntamiento Madrid (LOC)', 'Alsacia (LOC)', 'Asamblea Madrid (ORG)', 'López Otero (PER)', 'Comillas Madrid (LOC)', 'Paseo Yeserías (LOC)', 'San Diego (LOC)', 'Chamartín (LOC)', 'Pavones (LOC)', 'Avenida Valladolid (LOC)', 'Rio (LOC)', 'Seguría (LOC)', 'Sinesio Delgado (PER)', 'estadio Atletico Madrid (LOC)', 'Universidad (ORG)', 'Castilla (LOC)', 'Wanda Metropolitano (PER)', 'Puente Franceses (LOC)', 'calle Murcia (LOC)', 'Dehesa Villa (LOC)', 'Castilla c Universitaria (LOC)', 'Paseo Florida (LOC)', 'Metro (LOC)', 'Arturo Soria (PER)', 'Príncipe Pío (PER)', 'Pío XII Norte (PER)', 'Madrid (LOC)', 'Comunidad Madrid (LOC)', 'Madrid Río (LOC)', 'Avenida Buenos Aires (LOC)', 'Seguría (PER)', 'Méndez Álvaro (PER)', 'Imperial (LOC)', 'puente Vallecas (LOC)', '¿No plano (ORG)', 'Portugalete (LOC)', 'Santa María Cabeza (PER)', 'Barrio Pilar (LOC)', 'Parque Atenas (LOC)', 'puente A-3 (LOC)', 'Después (LOC)', 'Arturo Soria Pablo Neruda (PER)', 'Buenos Aires (LOC)', 'Betanzos (LOC)', 'Ciudad Univesitaria (LOC)', 'Continuará glorieta Pirámides (LOC)', 'Ciudad Universitaria (LOC)', 'Avenida Doctor García Tapia (LOC)', 'García Noblejas Ciudad Lineal (LOC)', 'Suerte (LOC)', 'Isla Alegranza (LOC)', 'Costa Rica (LOC)', 'Alsalcia (LOC)', 'Alto Arenal (LOC)', 'Valdezarza (LOC)', 'Madrid Este (LOC)', 'Pablo Neruda (PER)', 'Carlos V (PER)', 'Linea 11 Puente Praga (LOC)', 'Bajo calle Santa María (LOC)', 'm30 (LOC)']"
